sigmoid_colon	stomach
ENSG00000133808	0.00	0.03
ENSG00000133812	1.73	5.84
ENSG00000133816	3.08	2.59
ENSG00000133818	1.22	0.68
ENSG00000133835	2.17	1.42
ENSG00000133858	1.21	5.98
ENSG00000133863	0.00	0.03
ENSG00000133872	8.73	9.97
ENSG00000133874	0.04	0.10
ENSG00000133878	0.07	0.01
ENSG00000133884	1.12	0.33
ENSG00000133895	0.19	1.40
ENSG00000133935	0.24	0.00
ENSG00000133937	0.03	0.00
ENSG00000133943	1.42	1.98
ENSG00000133958	0.04	0.01
ENSG00000133961	1.59	2.90
ENSG00000133962	0.01	0.44
ENSG00000133980	0.00	0.00
ENSG00000133983	0.47	1.58
ENSG00000133985	0.02	0.08
ENSG00000133997	1.14	1.55
ENSG00000134001	3.58	0.35
ENSG00000134007	0.07	0.17
ENSG00000134013	0.65	0.34
ENSG00000134014	1.34	0.58
ENSG00000134020	0.00	0.00
ENSG00000134028	0.03	0.00
ENSG00000134030	0.97	1.46
ENSG00000134042	0.00	0.01
ENSG00000134046	0.79	1.58
ENSG00000134049	0.44	0.00
ENSG00000134056	0.58	0.00
ENSG00000134057	0.07	0.14
ENSG00000134058	0.53	0.13
ENSG00000134061	0.03	0.00
ENSG00000134070	0.17	0.01
ENSG00000134072	1.63	1.06
ENSG00000134077	1.09	5.73
ENSG00000134086	0.72	0.69
ENSG00000134107	0.36	0.67
ENSG00000134108	1.50	1.51
ENSG00000134109	0.41	1.20
ENSG00000134115	0.02	0.00
ENSG00000134121	1.78	0.25
ENSG00000134138	2.40	1.75
ENSG00000134146	0.37	0.62
ENSG00000134152	1.87	2.04
ENSG00000134153	1.30	0.52
ENSG00000134160	0.00	0.00
ENSG00000134183	0.00	0.00
ENSG00000134184	0.00	0.12
ENSG00000134186	0.70	0.84
ENSG00000134193	0.00	0.00
ENSG00000134198	2.46	0.90
ENSG00000134200	0.00	0.00
ENSG00000134201	0.09	0.03
ENSG00000134202	3.27	3.18
ENSG00000134207	0.01	1.95
ENSG00000134215	0.25	0.16
ENSG00000134216	0.00	0.52
ENSG00000134222	0.22	0.02
ENSG00000134240	0.00	0.23
ENSG00000134242	0.02	0.10
ENSG00000134243	1.40	0.80
ENSG00000134245	0.06	0.06
ENSG00000134247	3.41	1.22
ENSG00000134248	3.20	0.19
ENSG00000134249	0.00	0.00
ENSG00000134250	1.59	0.54
ENSG00000134253	0.06	0.02
ENSG00000134255	1.15	0.52
ENSG00000134256	0.03	0.01
ENSG00000134258	0.00	0.00
ENSG00000134259	0.12	0.07
ENSG00000134262	0.38	0.09
ENSG00000134265	0.97	0.71
ENSG00000134278	0.75	0.56
ENSG00000134283	1.88	4.78
ENSG00000134285	0.17	0.17
ENSG00000134287	1.31	0.95
ENSG00000134291	3.21	1.78
ENSG00000134294	6.59	7.23
ENSG00000134308	7.69	2.99
ENSG00000134313	2.56	2.39
ENSG00000134317	0.04	0.02
ENSG00000134318	1.23	0.90
ENSG00000134321	0.37	0.01
ENSG00000134323	0.02	0.10
ENSG00000134324	0.77	3.42
ENSG00000134326	0.26	0.08
ENSG00000134330	2.30	0.84
ENSG00000134333	9.19	6.58
ENSG00000134339	0.29	0.06
ENSG00000134343	0.02	0.00
ENSG00000134352	10.51	4.80
ENSG00000134363	0.17	0.04
ENSG00000134365	0.00	0.00
ENSG00000134369	0.48	0.74
ENSG00000134371	2.11	0.42
ENSG00000134375	1.60	0.16
ENSG00000134376	0.01	0.00
ENSG00000134389	0.00	0.00
ENSG00000134398	0.01	1.74
ENSG00000134419	86.82	29.82
ENSG00000134438	0.00	0.00
ENSG00000134440	2.85	11.28
ENSG00000134443	0.08	0.00
ENSG00000134444	0.80	1.52
ENSG00000134452	2.28	4.30
ENSG00000134453	1.48	1.59
ENSG00000134460	0.07	0.01
ENSG00000134461	0.25	0.05
ENSG00000134463	0.61	0.28
ENSG00000134470	0.47	0.36
ENSG00000134480	2.50	4.78
ENSG00000134489	0.00	0.00
ENSG00000134490	0.06	0.01
ENSG00000134504	0.31	3.24
ENSG00000134508	0.12	0.44
ENSG00000134516	0.35	0.29
ENSG00000134531	2.03	0.17
ENSG00000134532	0.32	0.32
ENSG00000134533	2.36	0.67
ENSG00000134538	0.00	0.00
ENSG00000134539	0.10	0.02
ENSG00000134545	0.01	0.00
ENSG00000134548	0.02	0.00
ENSG00000134551	0.04	0.00
ENSG00000134569	0.06	0.53
ENSG00000134571	0.00	0.35
ENSG00000134574	0.90	0.46
ENSG00000134575	0.88	0.45
ENSG00000134588	0.00	0.00
ENSG00000134590	1.62	0.67
ENSG00000134594	0.00	0.00
ENSG00000134595	0.00	0.00
ENSG00000134597	0.53	0.16
ENSG00000134602	0.42	0.08
ENSG00000134627	0.12	0.03
ENSG00000134640	0.00	0.00
ENSG00000134644	1.87	2.21
ENSG00000134668	0.00	0.13
ENSG00000134684	0.84	2.23
ENSG00000134686	2.72	2.21
ENSG00000134690	0.00	0.02
ENSG00000134697	0.80	2.66
ENSG00000134698	0.62	0.58
ENSG00000134709	0.00	0.14
ENSG00000134716	0.02	0.07
ENSG00000134717	1.64	6.44
ENSG00000134744	1.43	1.40
ENSG00000134748	0.56	0.26
ENSG00000134755	0.06	0.26
ENSG00000134757	0.00	0.00
ENSG00000134758	0.73	0.31
ENSG00000134759	1.78	0.54
ENSG00000134760	0.00	0.00
ENSG00000134762	0.00	0.00
ENSG00000134765	0.00	0.00
ENSG00000134769	3.24	1.20
ENSG00000134775	0.52	0.00
ENSG00000134779	2.00	2.71
ENSG00000134780	0.06	0.01
ENSG00000134802	0.81	1.65
ENSG00000134809	0.90	0.07
ENSG00000134812	0.00	45.14
ENSG00000134815	0.25	0.30
ENSG00000134817	0.02	0.00
ENSG00000134824	0.82	0.34
ENSG00000134825	1.67	0.87
ENSG00000134827	0.00	1.41
ENSG00000134830	0.05	0.00
ENSG00000134851	4.35	3.71
ENSG00000134852	0.78	2.76
ENSG00000134853	5.43	1.00
ENSG00000134864	0.06	0.04
ENSG00000134871	7.71	5.08
ENSG00000134873	0.01	0.00
ENSG00000134874	0.49	0.43
ENSG00000134882	1.54	0.98
ENSG00000134884	2.09	2.73
ENSG00000134897	0.91	0.26
ENSG00000134899	1.55	0.34
ENSG00000134900	1.53	1.01
ENSG00000134901	0.19	1.09
ENSG00000134905	1.29	1.34
ENSG00000134909	0.33	1.57
ENSG00000134910	1.70	1.35
ENSG00000134917	0.14	0.54
ENSG00000134940	0.00	0.00
ENSG00000134954	0.69	0.55
ENSG00000134955	0.29	0.00
ENSG00000134962	0.04	0.00
ENSG00000134970	2.93	3.34
ENSG00000134982	1.89	0.93
ENSG00000134986	1.05	0.19
ENSG00000134987	0.65	0.30
ENSG00000134996	0.58	0.05
ENSG00000135002	0.66	0.60
ENSG00000135018	3.20	1.53
ENSG00000135040	0.65	1.50
ENSG00000135045	0.21	0.00
ENSG00000135046	6.03	1.51
ENSG00000135047	4.48	1.08
ENSG00000135048	1.09	4.84
ENSG00000135049	0.48	0.44
ENSG00000135052	0.40	1.01
ENSG00000135063	0.16	1.92
ENSG00000135069	0.07	0.01
ENSG00000135070	1.83	1.81
ENSG00000135074	0.66	0.36
ENSG00000135077	0.19	0.00
ENSG00000135083	0.04	0.14
ENSG00000135090	0.79	0.98
ENSG00000135093	0.31	0.26
ENSG00000135094	0.00	0.00
ENSG00000135097	0.00	0.00
ENSG00000135100	0.00	0.02
ENSG00000135108	1.15	0.47
ENSG00000135111	0.24	0.21
ENSG00000135114	0.00	0.00
ENSG00000135116	0.00	0.00
ENSG00000135119	0.01	0.00
ENSG00000135124	0.90	0.31
ENSG00000135127	0.04	0.73
ENSG00000135144	0.09	0.06
ENSG00000135148	1.92	0.62
ENSG00000135164	2.25	5.26
ENSG00000135175	0.00	0.00
ENSG00000135185	0.88	0.78
ENSG00000135205	0.74	4.33
ENSG00000135211	0.29	0.00
ENSG00000135218	1.65	1.15
ENSG00000135220	0.00	0.00
ENSG00000135222	0.03	0.00
ENSG00000135226	0.00	0.00
ENSG00000135241	0.96	0.28
ENSG00000135245	0.37	0.01
ENSG00000135248	0.00	0.00
ENSG00000135249	0.45	0.11
ENSG00000135250	1.59	0.44
ENSG00000135253	0.01	0.00
ENSG00000135269	8.13	3.48
ENSG00000135272	1.48	0.20
ENSG00000135297	0.72	0.26
ENSG00000135298	0.30	0.01
ENSG00000135299	0.37	3.25
ENSG00000135312	0.00	0.00
ENSG00000135314	0.05	0.42
ENSG00000135315	0.46	0.76
ENSG00000135316	2.18	1.56
ENSG00000135317	2.48	2.65
ENSG00000135318	0.86	0.17
ENSG00000135324	0.05	0.03
ENSG00000135333	3.79	2.65
ENSG00000135334	0.55	0.13
ENSG00000135336	0.74	0.20
ENSG00000135338	0.30	0.06
ENSG00000135341	0.71	0.47
ENSG00000135346	0.00	0.00
ENSG00000135355	0.00	0.00
ENSG00000135362	0.12	0.05
ENSG00000135363	0.38	0.00
ENSG00000135365	0.85	1.51
ENSG00000135372	0.37	5.50
ENSG00000135373	0.04	1.18
ENSG00000135374	0.00	0.00
ENSG00000135378	0.06	0.03
ENSG00000135387	3.34	2.42
ENSG00000135390	16.11	5.78
ENSG00000135392	0.78	0.28
ENSG00000135404	26.28	5.36
ENSG00000135406	1.03	0.01
ENSG00000135407	0.06	0.01
ENSG00000135409	0.00	0.00
ENSG00000135413	0.00	0.00
ENSG00000135414	0.14	0.10
ENSG00000135423	0.02	0.00
ENSG00000135424	5.47	1.30
ENSG00000135426	0.05	0.00
ENSG00000135436	0.00	0.00
ENSG00000135437	0.87	0.09
ENSG00000135439	0.04	0.02
ENSG00000135441	10.02	8.81
ENSG00000135443	0.00	0.00
ENSG00000135446	2.37	0.88
ENSG00000135447	1.38	7.03
ENSG00000135451	0.01	0.19
ENSG00000135452	1.96	0.25
ENSG00000135454	0.09	0.00
ENSG00000135457	0.50	1.26
ENSG00000135469	0.33	0.21
ENSG00000135472	0.37	0.32
ENSG00000135473	0.74	2.35
ENSG00000135476	0.00	0.09
ENSG00000135480	0.09	1.09
ENSG00000135482	0.11	0.13
ENSG00000135486	8.96	6.77
ENSG00000135502	0.11	0.03
ENSG00000135503	0.22	1.20
ENSG00000135506	3.43	3.04
ENSG00000135517	0.00	0.00
ENSG00000135519	0.00	0.00
ENSG00000135521	0.45	0.41
ENSG00000135525	0.05	0.15
ENSG00000135535	4.79	2.32
ENSG00000135537	0.10	0.01
ENSG00000135540	0.24	0.53
ENSG00000135541	0.94	1.40
ENSG00000135547	0.12	0.03
ENSG00000135549	0.13	0.17
ENSG00000135569	0.00	0.00
ENSG00000135577	0.00	0.00
ENSG00000135587	0.13	0.24
ENSG00000135596	0.22	1.32
ENSG00000135597	0.82	0.95
ENSG00000135604	0.12	0.05
ENSG00000135605	0.03	0.02
ENSG00000135617	1.91	0.16
ENSG00000135622	0.09	0.09
ENSG00000135624	5.45	5.46
ENSG00000135625	0.00	0.00
ENSG00000135631	0.42	0.46
ENSG00000135632	0.22	0.08
ENSG00000135636	0.36	0.30
ENSG00000135637	0.47	0.52
ENSG00000135638	0.00	0.72
ENSG00000135643	0.18	0.00
ENSG00000135655	1.99	2.68
ENSG00000135677	1.84	1.07
ENSG00000135678	1.82	2.17
ENSG00000135679	1.27	1.09
ENSG00000135686	1.13	1.26
ENSG00000135697	0.06	0.00
ENSG00000135698	0.57	0.21
ENSG00000135702	0.00	0.08
ENSG00000135709	0.67	0.37
ENSG00000135720	6.71	4.73
ENSG00000135722	0.21	2.09
ENSG00000135723	0.48	0.68
ENSG00000135736	0.50	0.24
ENSG00000135740	0.17	0.02
ENSG00000135744	0.01	0.00
ENSG00000135747	0.00	0.00
ENSG00000135749	0.21	0.77
ENSG00000135750	0.04	0.11
ENSG00000135763	0.12	0.16
ENSG00000135766	1.46	0.23
ENSG00000135773	0.00	0.67
ENSG00000135775	0.75	0.37
ENSG00000135776	0.42	0.53
ENSG00000135778	1.22	0.56
ENSG00000135801	0.31	0.07
ENSG00000135821	40.12	28.03
ENSG00000135823	0.39	0.14
ENSG00000135824	0.00	0.00
ENSG00000135828	0.28	0.18
ENSG00000135829	1.87	2.96
ENSG00000135835	0.27	0.05
ENSG00000135837	1.56	0.91
ENSG00000135838	0.35	0.01
ENSG00000135842	10.44	6.78
ENSG00000135845	1.04	0.40
ENSG00000135862	8.11	6.18
ENSG00000135870	0.63	0.38
ENSG00000135898	0.00	0.00
ENSG00000135899	0.43	0.81
ENSG00000135900	0.64	1.82
ENSG00000135902	0.00	0.00
ENSG00000135903	0.00	0.00
ENSG00000135905	0.19	0.02
ENSG00000135912	0.33	0.37
ENSG00000135913	0.31	0.18
ENSG00000135914	0.06	0.02
ENSG00000135916	3.14	4.73
ENSG00000135917	0.20	0.08
ENSG00000135919	0.24	0.26
ENSG00000135924	1.13	2.00
ENSG00000135925	0.00	0.00
ENSG00000135926	4.43	2.31
ENSG00000135929	0.68	0.35
ENSG00000135930	1.49	0.64
ENSG00000135931	0.69	2.63
ENSG00000135932	2.10	1.89
ENSG00000135940	19.75	18.29
ENSG00000135945	1.31	1.17
ENSG00000135951	0.04	0.11
ENSG00000135953	0.13	0.00
ENSG00000135956	0.69	0.50
ENSG00000135960	0.00	0.00
ENSG00000135966	0.59	0.80
ENSG00000135968	1.16	1.09
ENSG00000135972	0.51	0.55
ENSG00000135973	0.00	0.00
ENSG00000135974	0.64	0.39
ENSG00000135976	0.89	2.23
ENSG00000135999	0.89	0.73
ENSG00000136002	0.56	0.25
ENSG00000136003	8.27	5.65
ENSG00000136010	0.13	0.20
ENSG00000136011	0.00	0.00
ENSG00000136014	0.05	0.00
ENSG00000136021	1.48	0.50
ENSG00000136026	0.66	0.81
ENSG00000136040	0.27	0.02
ENSG00000136044	0.66	2.08
ENSG00000136045	1.40	2.27
ENSG00000136048	0.43	0.02
ENSG00000136051	1.60	0.67
ENSG00000136052	0.62	4.69
ENSG00000136059	0.20	1.35
ENSG00000136068	1.46	2.15
ENSG00000136098	0.39	3.83
ENSG00000136099	0.00	0.00
ENSG00000136100	1.57	7.04
ENSG00000136104	2.32	1.57
ENSG00000136108	0.22	0.30
ENSG00000136110	0.00	0.00
ENSG00000136111	0.26	0.81
ENSG00000136114	0.14	0.00
ENSG00000136122	0.04	0.19
ENSG00000136141	1.18	1.52
ENSG00000136143	1.67	0.41
ENSG00000136144	0.58	1.08
ENSG00000136146	1.79	0.81
ENSG00000136147	1.15	1.13
ENSG00000136152	0.84	0.62
ENSG00000136153	0.14	4.48
ENSG00000136155	0.00	0.01
ENSG00000136156	10.51	6.59
ENSG00000136158	1.74	0.10
ENSG00000136159	0.25	0.02
ENSG00000136160	0.45	0.07
ENSG00000136161	0.45	0.10
ENSG00000136167	0.91	0.87
ENSG00000136169	0.32	0.18
ENSG00000136193	1.52	0.83
ENSG00000136197	0.32	0.71
ENSG00000136205	0.91	2.36
ENSG00000136206	0.00	0.00
ENSG00000136213	0.29	0.19
ENSG00000136231	0.00	0.00
ENSG00000136235	2.46	0.49
ENSG00000136237	0.39	0.08
ENSG00000136238	3.71	3.58
ENSG00000136240	1.70	1.29
ENSG00000136243	1.04	0.41
ENSG00000136244	0.06	0.03
ENSG00000136247	1.64	0.51
ENSG00000136250	0.39	0.07
ENSG00000136261	1.84	0.92
ENSG00000136267	0.23	0.02
ENSG00000136270	1.61	1.79
ENSG00000136271	0.79	2.13
ENSG00000136273	0.66	0.47
ENSG00000136274	0.09	0.54
ENSG00000136279	2.16	3.45
ENSG00000136280	1.17	0.99
ENSG00000136286	0.03	0.09
ENSG00000136295	0.30	0.46
ENSG00000136297	0.02	0.00
ENSG00000136305	0.22	0.25
ENSG00000136319	0.28	0.14
ENSG00000136327	0.00	0.00
ENSG00000136352	0.00	0.30
ENSG00000136367	0.04	0.00
ENSG00000136371	0.87	0.41
ENSG00000136378	0.05	0.14
ENSG00000136379	0.08	0.15
ENSG00000136381	0.97	2.91
ENSG00000136383	0.11	0.40
ENSG00000136404	0.18	0.00
ENSG00000136425	0.29	0.02
ENSG00000136436	3.76	1.70
ENSG00000136444	0.65	0.47
ENSG00000136448	1.66	5.14
ENSG00000136449	0.01	0.06
ENSG00000136450	4.86	4.37
ENSG00000136451	3.38	2.30
ENSG00000136457	0.00	0.01
ENSG00000136463	0.44	0.20
ENSG00000136478	1.17	0.96
ENSG00000136485	0.70	1.02
ENSG00000136487	0.00	0.00
ENSG00000136488	0.00	0.00
ENSG00000136490	0.21	0.61
ENSG00000136492	0.01	0.02
ENSG00000136504	0.91	0.70
ENSG00000136514	0.19	0.00
ENSG00000136518	1.21	0.33
ENSG00000136521	6.10	1.93
ENSG00000136522	1.65	0.82
ENSG00000136527	3.18	4.66
ENSG00000136531	0.02	0.01
ENSG00000136535	0.00	0.00
ENSG00000136536	3.14	1.33
ENSG00000136541	0.00	0.00
ENSG00000136542	0.03	0.05
ENSG00000136546	7.51	1.15
ENSG00000136560	2.18	1.70
ENSG00000136573	0.00	0.00
ENSG00000136574	0.00	2.56
ENSG00000136603	0.87	1.17
ENSG00000136628	1.35	1.00
ENSG00000136630	1.04	0.01
ENSG00000136631	1.91	0.99
ENSG00000136634	0.32	0.01
ENSG00000136636	3.85	0.88
ENSG00000136643	0.82	3.07
ENSG00000136682	1.32	0.21
ENSG00000136688	0.00	0.00
ENSG00000136689	0.00	0.00
ENSG00000136694	0.00	0.00
ENSG00000136695	0.00	0.00
ENSG00000136696	0.00	0.00
ENSG00000136697	0.00	0.00
ENSG00000136698	0.00	0.00
ENSG00000136699	0.84	0.73
ENSG00000136709	1.06	0.64
ENSG00000136710	0.70	0.95
ENSG00000136715	0.21	0.18
ENSG00000136717	1.36	1.36
ENSG00000136718	2.42	0.99
ENSG00000136720	0.38	0.21
ENSG00000136731	0.68	0.41
ENSG00000136732	3.41	2.02
ENSG00000136738	0.46	0.19
ENSG00000136750	0.00	0.00
ENSG00000136754	1.34	1.04
ENSG00000136758	2.14	2.89
ENSG00000136770	1.59	0.71
ENSG00000136783	0.66	0.10
ENSG00000136802	0.95	0.33
ENSG00000136807	1.36	2.22
ENSG00000136810	5.94	2.00
ENSG00000136811	0.39	0.95
ENSG00000136813	1.73	1.53
ENSG00000136816	0.59	0.15
ENSG00000136819	1.82	0.65
ENSG00000136824	0.22	0.08
ENSG00000136826	0.64	0.78
ENSG00000136827	1.13	0.63
ENSG00000136828	0.32	1.58
ENSG00000136830	2.22	1.74
ENSG00000136834	0.00	0.00
ENSG00000136839	0.01	0.00
ENSG00000136840	0.64	0.10
ENSG00000136842	1.17	0.78
ENSG00000136848	0.84	1.61
ENSG00000136854	0.94	1.21
ENSG00000136856	1.78	0.81
ENSG00000136859	1.72	0.60
ENSG00000136861	1.15	9.84
ENSG00000136866	0.12	0.03
ENSG00000136867	0.15	0.44
ENSG00000136868	0.27	2.38
ENSG00000136869	0.76	0.03
ENSG00000136870	0.73	1.17
ENSG00000136872	0.00	0.01
ENSG00000136874	1.18	0.49
ENSG00000136875	0.40	0.51
ENSG00000136877	0.90	1.50
ENSG00000136878	0.49	0.66
ENSG00000136881	0.00	0.00
ENSG00000136883	0.00	0.41
ENSG00000136888	4.94	3.58
ENSG00000136891	0.48	0.20
ENSG00000136895	0.49	0.06
ENSG00000136897	0.43	0.51
ENSG00000136908	0.26	2.21
ENSG00000136918	0.00	0.00
ENSG00000136925	0.77	0.56
ENSG00000136928	0.00	0.00
ENSG00000136929	0.00	0.00
ENSG00000136930	4.57	1.82
ENSG00000136931	0.00	0.00
ENSG00000136932	0.78	1.31
ENSG00000136933	0.48	0.73
ENSG00000136935	0.67	1.99
ENSG00000136936	0.91	0.03
ENSG00000136937	0.39	0.35
ENSG00000136938	1.39	0.80
ENSG00000136939	0.00	0.00
ENSG00000136940	0.73	0.14
ENSG00000136942	103.72	24.78
ENSG00000136943	0.00	0.00
ENSG00000136944	0.04	0.00
ENSG00000136950	0.72	0.85
ENSG00000136960	0.62	0.31
ENSG00000136982	0.24	0.22
ENSG00000136986	0.86	1.46
ENSG00000136997	0.82	1.37
ENSG00000136999	0.19	0.00
ENSG00000137033	0.95	0.59
ENSG00000137038	0.60	0.02
ENSG00000137040	0.39	0.78
ENSG00000137054	0.90	0.59
ENSG00000137055	0.91	0.21
ENSG00000137070	2.54	0.77
ENSG00000137073	1.19	0.84
ENSG00000137074	0.76	0.70
ENSG00000137075	1.08	0.34
ENSG00000137076	13.16	5.80
ENSG00000137077	6.04	0.01
ENSG00000137078	0.00	0.00
ENSG00000137080	0.00	0.00
ENSG00000137090	0.00	0.00
ENSG00000137094	1.63	1.77
ENSG00000137098	0.07	0.06
ENSG00000137100	3.45	0.54
ENSG00000137101	0.01	0.00
ENSG00000137103	0.21	0.28
ENSG00000137106	3.56	2.41
ENSG00000137124	1.00	0.91
ENSG00000137133	1.19	0.40
ENSG00000137135	0.03	0.26
ENSG00000137142	0.01	0.05
ENSG00000137145	2.82	1.04
ENSG00000137154	54.29	29.56
ENSG00000137161	0.64	0.05
ENSG00000137166	0.14	1.21
ENSG00000137168	0.55	0.10
ENSG00000137171	0.99	1.30
ENSG00000137177	2.08	1.02
ENSG00000137185	0.42	0.85
ENSG00000137193	0.48	0.27
ENSG00000137198	0.42	0.22
ENSG00000137200	0.94	0.58
ENSG00000137203	0.01	0.00
ENSG00000137204	0.00	0.00
ENSG00000137207	2.09	1.39
ENSG00000137210	3.51	0.80
ENSG00000137216	0.38	2.05
ENSG00000137218	0.13	0.09
ENSG00000137221	0.67	0.34
ENSG00000137225	0.00	0.00
ENSG00000137251	0.00	0.00
ENSG00000137252	0.00	0.00
ENSG00000137261	0.02	0.00
ENSG00000137265	0.01	0.00
ENSG00000137266	0.27	1.02
ENSG00000137267	2.76	1.83
ENSG00000137269	0.70	0.09
ENSG00000137270	0.00	0.00
ENSG00000137273	1.04	2.35
ENSG00000137274	0.28	0.23
ENSG00000137275	0.72	0.11
ENSG00000137285	0.67	0.00
ENSG00000137288	0.77	0.57
ENSG00000137309	0.34	0.23
ENSG00000137310	0.13	0.16
ENSG00000137312	4.54	4.52
ENSG00000137331	0.59	1.24
ENSG00000137337	0.15	3.15
ENSG00000137338	0.33	0.13
ENSG00000137343	0.11	0.26
ENSG00000137364	0.31	0.02
ENSG00000137392	0.00	0.00
ENSG00000137393	0.21	0.28
ENSG00000137404	0.18	0.07
ENSG00000137409	5.68	4.34
ENSG00000137411	0.28	1.37
ENSG00000137413	0.57	0.48
ENSG00000137414	1.57	0.61
ENSG00000137434	0.00	0.00
ENSG00000137440	0.04	0.00
ENSG00000137441	0.48	0.11
ENSG00000137449	1.11	0.48
ENSG00000137460	0.03	0.31
ENSG00000137462	0.24	0.20
ENSG00000137463	0.04	0.01
ENSG00000137473	0.00	0.00
ENSG00000137474	0.30	0.06
ENSG00000137478	0.47	1.45
ENSG00000137486	1.08	1.99
ENSG00000137491	0.89	0.21
ENSG00000137492	0.98	0.25
ENSG00000137494	0.27	0.12
ENSG00000137496	0.07	0.06
ENSG00000137497	7.34	7.24
ENSG00000137500	1.39	0.27
ENSG00000137501	0.39	3.40
ENSG00000137502	0.80	0.05
ENSG00000137504	1.41	7.19
ENSG00000137507	0.18	2.62
ENSG00000137509	1.13	0.29
ENSG00000137513	0.38	0.17
ENSG00000137522	0.72	8.15
ENSG00000137547	3.44	0.28
ENSG00000137558	0.70	0.00
ENSG00000137561	0.01	0.00
ENSG00000137563	0.15	0.01
ENSG00000137571	0.01	0.00
ENSG00000137573	4.32	0.01
ENSG00000137574	0.40	0.38
ENSG00000137575	3.86	1.91
ENSG00000137601	0.43	0.17
ENSG00000137628	0.56	0.09
ENSG00000137634	0.01	0.00
ENSG00000137642	0.48	0.43
ENSG00000137648	0.04	1.13
ENSG00000137656	0.51	0.40
ENSG00000137672	0.40	0.27
ENSG00000137673	0.00	0.03
ENSG00000137674	0.00	0.00
ENSG00000137675	0.00	0.00
ENSG00000137691	0.08	0.08
ENSG00000137692	1.60	0.84
ENSG00000137693	4.49	3.62
ENSG00000137699	0.03	0.00
ENSG00000137700	0.32	0.45
ENSG00000137707	0.00	0.00
ENSG00000137709	0.00	0.03
ENSG00000137710	2.25	10.35
ENSG00000137713	0.44	0.92
ENSG00000137714	0.35	1.07
ENSG00000137720	0.36	0.12
ENSG00000137726	7.23	4.22
ENSG00000137727	0.11	0.76
ENSG00000137731	0.09	0.01
ENSG00000137745	0.00	0.00
ENSG00000137747	0.00	0.05
ENSG00000137752	0.41	1.59
ENSG00000137757	0.00	0.00
ENSG00000137760	0.18	0.10
ENSG00000137764	0.41	2.13
ENSG00000137766	0.02	0.00
ENSG00000137767	1.89	1.40
ENSG00000137770	1.62	0.13
ENSG00000137776	2.35	3.10
ENSG00000137801	4.83	11.34
ENSG00000137802	0.64	0.93
ENSG00000137804	0.03	1.25
ENSG00000137806	0.39	0.75
ENSG00000137807	0.06	0.59
ENSG00000137809	0.12	0.27
ENSG00000137812	0.01	0.04
ENSG00000137814	0.57	0.15
ENSG00000137815	1.01	1.06
ENSG00000137817	1.67	2.18
ENSG00000137818	30.59	6.48
ENSG00000137819	0.01	0.41
ENSG00000137821	0.29	1.43
ENSG00000137822	0.32	1.07
ENSG00000137824	0.75	1.43
ENSG00000137825	0.04	0.08
ENSG00000137831	0.74	1.49
ENSG00000137834	0.16	2.31
ENSG00000137841	0.35	0.28
ENSG00000137842	0.94	2.07
ENSG00000137843	0.03	0.00
ENSG00000137845	1.26	0.47
ENSG00000137857	0.00	2.57
ENSG00000137860	0.00	0.04
ENSG00000137868	0.02	0.00
ENSG00000137869	0.02	0.00
ENSG00000137871	2.00	4.45
ENSG00000137872	0.38	0.23
ENSG00000137875	0.00	0.00
ENSG00000137876	3.81	2.57
ENSG00000137877	0.01	0.11
ENSG00000137878	0.61	0.96
ENSG00000137880	0.78	0.03
ENSG00000137936	0.60	0.47
ENSG00000137941	0.47	0.29
ENSG00000137942	0.47	0.86
ENSG00000137944	1.00	1.42
ENSG00000137947	0.95	0.95
ENSG00000137948	0.00	0.00
ENSG00000137955	1.52	0.87
ENSG00000137959	0.51	0.08
ENSG00000137960	0.07	0.09
ENSG00000137962	1.06	0.71
ENSG00000137965	0.64	0.32
ENSG00000137968	0.01	0.15
ENSG00000137975	0.00	0.00
ENSG00000137976	0.00	0.00
ENSG00000137992	0.40	0.50
ENSG00000137996	0.68	0.37
ENSG00000138002	0.72	0.30
ENSG00000138018	0.25	0.14
ENSG00000138028	0.04	0.00
ENSG00000138029	3.52	2.76
ENSG00000138030	0.11	0.03
ENSG00000138031	0.49	0.26
ENSG00000138032	1.35	1.61
ENSG00000138035	0.49	0.40
ENSG00000138036	0.59	0.67
ENSG00000138039	0.00	0.00
ENSG00000138050	0.39	0.29
ENSG00000138061	0.69	2.38
ENSG00000138068	0.00	0.00
ENSG00000138069	2.47	1.49
ENSG00000138071	2.76	1.06
ENSG00000138073	1.64	1.61
ENSG00000138074	0.31	1.60
ENSG00000138075	0.00	0.00
ENSG00000138078	1.38	1.16
ENSG00000138079	0.01	0.00
ENSG00000138080	6.34	2.76
ENSG00000138081	1.48	1.98
ENSG00000138083	0.00	0.00
ENSG00000138085	5.19	1.51
ENSG00000138092	0.02	0.03
ENSG00000138095	1.70	1.52
ENSG00000138100	0.00	0.00
ENSG00000138101	0.22	1.20
ENSG00000138107	3.85	1.44
ENSG00000138109	0.00	2.45
ENSG00000138111	0.07	0.00
ENSG00000138115	0.00	0.13
ENSG00000138119	1.91	0.96
ENSG00000138131	0.30	0.54
ENSG00000138134	0.84	0.15
ENSG00000138135	0.04	0.00
ENSG00000138136	0.00	0.00
ENSG00000138138	1.28	0.38
ENSG00000138152	0.00	0.00
ENSG00000138160	0.02	0.04
ENSG00000138161	0.01	0.00
ENSG00000138162	1.81	1.65
